,GeneID,Localization,sum(Expression_Corr),max(Expression_Corr),min(Expression_Corr),nb_rows_in_Genes,nb_rows_in_Interactions
575,AAALD,mitochondria,-0.5503129549961531,-0.7609543349704916,-0.07748958778204362,7,1.0
576,AAALE,cytoskeleton,-0.5503024741022488,0.5925102677891287,0.08195318317653766,8,1.0
577,AAALF,mitochondria,-0.5503129550000001,-0.5724277445587834,-0.13127489928454028,25,2.0
578,AAALG,transport vesicles,-0.5503129550000001,0.9183899774909108,0.20567697342645053,1,2.0
579,AAALH,cytoskeleton,-0.550312954886387,0.6179227063794064,0.4722782019268825,2,1.0
580,AAALI,cytoplasm,1.8814838734381654,0.3008000305948779,0.30089614491305827,3,1.0
581,AAALJ,plasma membrane,8.141152703,0.19628045030938002,0.5939614668526865,9,1.0
582,AAALK,mitochondria,-0.5503129549951813,0.5787322465844849,0.3778677612846155,3,2.0
583,AAALL,cytoskeleton,-0.5503129335031056,-0.19189259878198417,0.08349154997653008,4,1.0
584,AAALM,cytoskeleton,-0.5503128003079933,0.7494614698225317,0.12726276350009424,2,1.0
585,AAALN,vacuole,-0.5503129550000001,0.6533365647274909,0.19206318097891684,2,1.0
586,AAALO,cytoplasm,-0.5503129497227224,0.2757879395374023,-0.08893354907440454,2,2.0
587,AAALP,cytoskeleton,-0.2534779936233158,0.8410335396463104,0.6700931484023473,7,2.0
588,AAALQ,cytoplasm,-0.5502643984054516,0.5933906922624554,-0.05615250134489669,2,1.0
589,AAALR,cytoplasm,-0.5503127027450628,0.7546890406514479,0.1337637976947339,3,3.0
590,AAALS,cytoskeleton,-0.5503126128005805,0.8700713823418984,0.36703674368161376,4,2.0
591,AAALT,cytoskeleton,-0.5503129549815204,0.6547108451205981,0.5959212347134799,3,1.0
592,AAALU,cytoplasm,-0.5503116330297804,-0.3432187878452475,0.13286709923701867,3,2.0
593,AAALV,plasma membrane,-0.5503129549986927,0.36101616368824074,0.055314810001032555,2,1.0
594,AAALW,mitochondria,-0.5498143420836942,0.8956079029669188,0.42458662339030084,7,1.0
595,AAALX,transport vesicles,-0.5503129550000001,0.7737264345505217,0.008426688206339739,4,2.0
596,AAALY,mitochondria,-0.4119002865271862,0.24461326718167475,0.008416800833784599,5,2.0
597,AAALZ,cytoskeleton,-0.5503129549973513,0.9875314778515478,0.20655297260719463,7,3.0
598,AAALa,cytoplasm,-0.5503129549999952,0.1351478035018605,0.07395226558023471,15,1.0
599,AAALb,cytoskeleton,-0.5503129549997432,-0.8727885921562683,0.10622572346009451,3,1.0
600,AAALc,plasma membrane,-0.5503059646785468,0.40020583161214507,0.3845919912864906,2,1.0
601,AAALd,vacuole,-0.5503129550000001,0.46007661455179094,-0.3705305028564263,6,5.0
602,AAALe,transport vesicles,-0.5503086398379265,0.6286738643273488,-0.3665137230971851,4,2.0
603,AAALf,cytoskeleton,-0.5503129549979695,0.3313025219831083,0.05411570751749606,2,1.0
604,AAALg,cytoskeleton,0.04261608809338657,0.9344370029951092,0.3671945860060961,2,3.0
605,AAALh,transport vesicles,-0.5503129550000001,0.4982788759363497,-0.09290901641523064,4,1.0
606,AAALi,plasma membrane,-0.3661140817460028,-0.16331216348462874,-0.13055488168654095,2,1.0
607,AAALj,plasma membrane,4.817442443450058,0.5615181605879782,-0.35814774346656963,3,1.0
608,AAALk,nucleus,-0.5503129550000001,0.5282682229040276,0.6849144322209346,8,1.0
609,AAALl,nucleus,-0.44804234404963794,0.4587469202138841,0.23096687247961123,7,2.0
610,AAALm,plasma membrane,-0.5503129550000001,-0.2990897657016064,-0.12262328556521851,3,1.0
611,AAALn,mitochondria,-0.5230533296529385,0.1400694099473172,0.17041807972275613,2,1.0
612,AAALo,peroxisome,-0.550312954988901,-0.21300263242413742,0.2121404448949109,3,1.0
613,AAALp,mitochondria,-0.5502981062440567,0.9231644261187342,0.12209600638419982,8,3.0
614,AAALq,mitochondria,-0.5503129550000001,0.1424754196028004,-0.5250745801778054,2,4.0
615,AAALr,cytoplasm,8.141152703,0.45923249204586036,0.20349301226929262,4,1.0
616,AAALs,cytoskeleton,-0.550312949525803,0.3475503728747602,0.04145105692065654,3,1.0
617,AAALt,cytoskeleton,-0.5503129550000001,0.5996842467307879,0.10784879599442965,1,1.0
618,AAALu,nucleus,-0.5503129550000001,0.9334345876681243,-0.005857832574399424,3,1.0
619,AAALv,cytoskeleton,-0.5500353545070061,0.9814188471948286,0.0581057414602808,5,3.0
620,AAALw,nucleus,-0.5503129549999947,0.6659888098669176,0.09877594931672129,3,1.0
621,AAALx,cytoplasm,-0.550312955,0.9361450943100347,-0.08623114809314592,5,4.0
622,AAALy,nucleus,8.141152703,0.9217677849525163,0.7290598388498748,2,1.0
623,AAALz,vacuole,-0.5502920507436245,0.38377562220820716,0.8616021232943889,2,1.0
624,AAAMA,peroxisome,-0.5503129549741748,-0.3111467127579606,-0.10199880918327642,3,1.0
625,AAAMB,cytoskeleton,-0.0010634919162112455,0.6133174432305772,0.4526528267115282,2,1.0
626,AAAMC,nucleus,-0.550312953912913,0.45659666948256894,0.21678856731197582,2,1.0
627,AAAMD,ER,-0.5503129057833803,0.7654443156835984,0.379540603829287,11,1.0
628,AAAME,cytoskeleton,-0.5503128952900105,0.5987435238691072,-0.18923353402020293,3,1.0
629,AAAMF,nucleus,-0.530271727527593,0.1388977902362556,0.19302166657839548,6,1.0
630,AAAMG,nucleus,-0.5503129550000001,-0.7532301279027522,-0.4582174279451132,6,1.0
631,AAAMH,vacuole,-0.5503129549999983,0.6035282102060466,-0.17632383763007597,14,1.0
632,AAAMI,nucleus,-0.5503129376883693,0.4769122778383492,0.4614601937172478,8,2.0
633,AAAMJ,transport vesicles,-0.5503129550000001,-0.09871893543822752,-0.1582069435926925,4,1.0
634,AAAMK,nucleus,-0.5503129550000001,0.7923960030486537,-0.10780124744192521,1,4.0
635,AAAML,transport vesicles,-0.5503129550000001,0.6024900589110407,-0.24124490318438374,6,2.0
636,AAAMM,cytoplasm,-0.5503129549945175,0.4312782990879416,-0.047925075897084835,1,1.0
637,AAAMN,cytoplasm,-0.5501677867224108,-0.0058857060121086935,-0.2721620114374086,3,1.0
638,AAAMO,cytoplasm,-0.5490441804945607,0.8626422586071572,-0.09881423023211044,3,4.0
639,AAAMP,nucleus,8.141152703,0.9019910936793021,1.0,5,1.0
640,AAAMQ,vacuole,-0.5503129549999225,0.39523421377245915,0.10289198039648384,5,2.0
641,AAAMR,cytoskeleton,-0.5492929230425442,0.40939665798069025,0.05078001882082561,4,1.0
642,AAAMS,cytoskeleton,-0.539815648670059,0.7108834954799637,0.18069250409745985,1,1.0
643,AAAMT,plasma membrane,-0.5501235679145232,0.39020849198227725,0.3756430780022848,1,1.0
644,AAAMU,cytoplasm,1.7169100066108747,0.26550886967699006,0.07139034135202627,6,4.0
645,AAAMV,nucleus,-0.5503129550000001,-0.5971018451650911,-0.3062554972037199,1,1.0
646,AAAMW,vacuole,-0.5502829477416002,0.9002309021804835,0.4549579974659297,3,1.0
647,AAAMX,nucleus,8.141152703,0.41832114067273163,0.7080904875099567,6,1.0
648,AAAMY,plasma membrane,-0.07435280699603225,0.1938550558949781,-0.18433909425768524,4,1.0
649,AAAMZ,cytoplasm,-0.5503129550000001,-0.698252305286897,-0.05763888022080077,3,1.0
650,AAAMa,nucleus,-0.5440879934336175,0.22387240496511374,0.01372391716544863,3,2.0
651,AAAMb,integral membrane,-0.5461754390831632,0.646675185684523,0.18871268916184825,1,2.0
652,AAAMc,cytoskeleton,-0.5503129549999999,-0.3402896434682655,-0.28413092101983173,7,1.0
653,AAAMd,golgi,-0.5503129547514405,0.783139738387653,0.9143031331547538,1,1.0
654,AAAMe,mitochondria,-0.55031295499493,0.6437190062424998,0.04906914253981709,1,1.0
655,AAAMf,cytoplasm,-0.5503057791380318,0.7366160440211862,0.1808871382864341,2,1.0
656,AAAMg,cytoskeleton,-0.5503129550000001,0.243338255634588,-0.1880527493987192,2,1.0
657,AAAMh,cytoplasm,-0.5503129549999869,-0.3800193996141429,0.044172752429324724,9,1.0
658,AAAMi,cytoskeleton,-0.5494185620373915,0.7840555174041366,0.1343016196702953,1,1.0
659,AAAMj,nucleus,-0.5503129550000001,0.0690613493731429,-0.2628577776776557,5,2.0
660,AAAMk,nucleus,-0.5503095395208448,0.8725238405029689,0.05840357261668783,2,1.0
661,AAAMl,cytoplasm,-0.5484196468515615,0.1556722262263428,0.4663612213130546,4,2.0
662,AAAMm,nucleus,-0.5359162889771715,0.4141766568363996,0.232713199517653,3,1.0
663,AAAMn,cytoskeleton,-0.5503115368172323,0.37410824740083526,0.2741293300127796,3,1.0
664,AAAMo,peroxisome,-0.5503129549999993,0.13435295250596235,-0.29696602398944716,11,1.0
665,AAAMp,cytoskeleton,-0.5503129550000001,0.6611374581174445,0.26216147440240745,5,1.0
666,AAAMq,plasma membrane,-0.5503129550000001,0.6840623115341262,-0.05549530801858826,3,1.0
667,AAAMr,mitochondria,-0.5503129549977702,-0.05894123553779618,0.2223230105867846,1,1.0
668,AAAMs,mitochondria,-0.536366427963735,-0.2609692721680179,0.191329153697251,4,2.0
669,AAAMt,cytoplasm,-0.292978588793697,0.6500603478249882,0.5265328553400583,9,2.0
670,AAAMu,vacuole,-0.5503129550000001,-0.5003839645503556,-0.2564437739001797,1,1.0
671,AAAMv,nucleus,-0.5503129549999998,-0.02863164231111981,0.34014333743673086,2,1.0
672,AAAMw,cytoskeleton,-0.5503129550000001,-0.7973499904322479,-0.336980967124183,3,1.0
673,AAAMx,cytoplasm,-0.515398267806946,-0.0968659384647802,-0.5433752347119511,1,1.0
674,AAAMy,nucleus,-0.5503129549999972,0.9470588646124742,0.4208386338599994,6,3.0
675,AAAMz,vacuole,0.3112234936664464,-0.3798706336582448,-0.46799603847893345,3,3.0
676,AAANA,cytoskeleton,-0.5489089667861395,0.7282541704851797,0.19163245399314333,6,2.0
677,AAANB,cytoplasm,-0.5502665113850634,0.24853004365883047,0.08828910160094416,3,1.0
678,AAANC,cytoplasm,-0.5503129186142586,-0.20723812821799426,-0.0530300033198734,1,1.0
679,AAAND,ER,-0.5503129549999957,-0.5040096910019674,-0.38083560532946925,1,1.0
680,AAANE,golgi,-0.5503129549999993,0.5023400529805344,-0.12684034198290495,7,1.0
681,AAANF,transport vesicles,-0.5503128364604143,0.4766279710694139,0.2625961255542437,6,1.0
682,AAANG,nucleus,-0.5434577511815237,0.9548030607117424,0.3408735626992194,1,1.0
683,AAANH,cytoskeleton,-0.5503129550000001,-0.746987552658561,-0.8475943662080954,4,1.0
684,AAANI,extracellular,-0.032569472846519454,0.9787351220012355,0.3071297176156884,3,4.0
685,AAANJ,nucleus,-0.5485320652559628,0.7964620122561263,0.32293848877483455,5,1.0
686,AAANK,nucleus,-0.5503129549995169,0.9197691634327396,0.2520295467432754,10,4.0
687,AAANL,vacuole,-0.550291469093172,0.3160738293839165,-0.09138189368838345,5,1.0
688,AAANM,plasma membrane,6.230541710114253,0.6221137690142202,0.6786678230471712,3,1.0
689,AAANN,cytoskeleton,-0.4112095185932836,-0.3817961475704542,0.10621900039512044,6,1.0
690,AAANO,cytoplasm,1.3803130659100176,0.9596276833118762,0.8453539882519188,6,4.0
691,AAANP,cytoskeleton,-0.5503129387707385,0.4544414034272508,0.07370391676984767,3,1.0
692,AAANQ,nucleus,-0.5503129550000001,0.46444106824805864,-0.32481880498154014,3,3.0
693,AAANR,cytoplasm,3.396649418913693,0.46492453201386086,0.026465550155480244,9,1.0
694,AAANS,ER,-0.5503129550000001,0.653039892364218,-0.5190022465801427,15,1.0
695,AAANT,mitochondria,-0.550312954999606,0.05391774100563784,0.10094448903779041,1,1.0
696,AAANU,cytoplasm,-0.550312949696162,-0.5689548200083138,-0.016505894711589475,7,1.0
697,AAANV,mitochondria,-0.5503129549983657,0.9364623544210644,0.8255647872528353,2,2.0
698,AAANW,cytoplasm,6.81116497955174,0.7147779466251036,0.741825190580391,1,1.0
699,AAANX,golgi,-0.5503129408886447,-0.5126936049607407,-0.24963048025975554,5,4.0
700,AAANY,cytoskeleton,-0.5503092229391827,-0.28264054875309796,-0.024324337872777546,6,1.0
701,AAANZ,cytoskeleton,-0.5503112068286978,0.9196093485910222,0.7258584371755203,1,1.0
702,AAANa,cytoplasm,8.141152703,0.9862869621945645,0.7486493977798307,5,1.0
703,AAANb,cytoskeleton,8.141152703,0.6857372891196172,0.19880168672691267,5,1.0
704,AAANc,cytoskeleton,-0.32667635775199355,0.5252429626962951,-0.11437294245878094,3,1.0
705,AAANd,nucleus,-0.5501333502822426,0.5497986395565135,-0.141816700002678,8,2.0
706,AAANe,cytoplasm,-0.550312954999998,-0.7252175729336325,-0.3520572075836863,10,1.0
707,AAANf,cytoskeleton,-0.5503129550000001,-0.06266976890387632,0.22084369778698276,6,1.0
708,AAANg,plasma membrane,-0.5054846825502325,0.1992227673815632,0.17834284665147582,1,1.0
709,AAANh,cytoplasm,-0.5124536994630076,-0.33019076474348075,0.14626121969483075,1,1.0
710,AAANi,mitochondria,-0.5503129550000001,0.4795921518811874,0.05560735818378393,1,2.0
711,AAANj,nucleus,-0.5503129549797529,0.5777597899185309,0.24892039074165462,15,1.0
712,AAANk,mitochondria,-0.5503126331985183,0.7749248937913356,0.16629597268810148,2,3.0
713,AAANl,ER,-0.5503129549981628,0.7027636704600333,-0.32958048658897576,7,2.0
714,AAANm,cytoskeleton,-0.3402308155693865,0.5339921288794962,-0.003668496529052767,8,2.0
715,AAANn,cytoskeleton,-0.5503123849052262,0.8188362279391137,0.5397345857508591,12,1.0
716,AAANo,vacuole,-0.550312954999999,0.08412789665806497,-0.3097606469707219,2,1.0
717,AAANp,nucleus,-0.5503129549999612,0.29031666226840347,-0.16287932960483742,2,1.0
718,AAANq,cytoplasm,-0.5492315712836812,0.7774958330157848,0.45546123680742756,11,2.0
719,AAANr,plasma membrane,-0.1382139218009497,0.7054472673588466,0.21934791371655882,2,2.0
720,AAANs,cytoplasm,-0.5503124388196604,0.8419739209481325,0.14789984055956928,1,2.0
721,AAANt,cytoplasm,-0.3370859578936919,0.5621722955129131,0.5400611962529314,2,2.0
722,AAANu,cytoplasm,-0.550312933835295,0.18388337832715473,-0.11385098046881037,3,1.0
723,AAANv,cytoskeleton,-0.5503124688401962,-0.2327024620121766,0.08500627703160069,4,1.0
724,AAANw,cytoskeleton,-0.550312954995571,0.5163738095220345,-0.3381179578425557,4,2.0
725,AAANx,mitochondria,-0.5503129550000001,-0.353747798941909,-0.6964632789821104,1,1.0
726,AAANy,cytoskeleton,-0.5414218383324975,-0.012790172583225567,0.4225740345975817,2,1.0
727,AAANz,mitochondria,-0.5503129550000001,0.7722805923977079,-0.13240339617951413,1,2.0
728,AAAOA,transport vesicles,5.723707181359779,-0.22171185553803185,0.41590205105109357,7,1.0
729,AAAOB,vacuole,1.3600917046382135,0.9576889684481316,0.2797256761005431,12,4.0
730,AAAOC,cytoplasm,7.000865355246908,0.5485126459974186,1.0,3,1.0
731,AAAOD,cytoplasm,-0.5503129546852487,0.9068563596068402,0.4215454800756757,4,1.0
732,AAAOE,cytoplasm,1.1543003690147837,0.5192138268795181,0.30973859615800414,1,1.0
733,AAAOF,plasma membrane,-0.5477302676543102,0.3580529902309102,0.31015215243765937,3,2.0
734,AAAOG,mitochondria,-0.5454611283180332,0.5561143817937988,0.606684932016059,1,1.0
735,AAAOH,mitochondria,-0.5253425651798818,0.6211606533833862,-0.10040559674254168,2,2.0
736,AAAOI,golgi,0.6686747227133396,0.38876257869613595,0.08779982512608586,8,1.0
737,AAAOJ,ER,-0.5503129550000001,0.2717588523656582,-0.3693167528454566,12,1.0
738,AAAOK,cytoplasm,-0.5232035919519809,0.599648618363994,0.2737627700182439,5,2.0
739,AAAOL,cytoplasm,-0.5503129549999939,-0.2139031780675551,-0.6420541764940855,6,2.0
740,AAAOM,cytoskeleton,-0.5503129550000001,0.26619957813543027,-0.5313835350320104,7,11.0
741,AAAON,cytoplasm,-0.5503129550000001,0.3034098288545213,-0.5031321471277224,1,2.0
742,AAAOO,mitochondria,-0.5502182319597869,0.9041078771210513,0.32811525512259765,4,1.0
743,AAAOP,vacuole,-0.5503129549999997,-0.41717356216498397,-0.13681240907168557,7,1.0
744,AAAOQ,plasma membrane,-0.5454397609605344,0.15844869814118367,0.507049036046233,3,1.0
745,AAAOR,cytoplasm,-0.5401460630146451,-0.07867902420963035,0.38944528648166354,1,1.0
746,AAAOS,cytoskeleton,-0.08734284372542134,0.8345897529698454,0.3575440406576367,6,1.0
747,AAAOT,plasma membrane,-0.5503129549996905,0.348665145163056,-0.06523258226025352,8,1.0
748,AAAOU,cytoplasm,-0.5503129549959042,-0.08226247908682283,-0.19712006169903962,3,2.0
749,AAAOV,cytoskeleton,-0.5503129545128587,0.7607122509825104,0.13067559837579035,4,4.0
750,AAAOW,nucleus,-0.18035837318379627,-0.7640175083605114,-0.005585275430610492,18,1.0
751,AAAOX,nucleus,-0.5503129550000001,-0.028372871540395028,0.4250747159625634,2,2.0
752,AAAOY,nucleus,-0.5503129547972327,-0.5345187145302362,-0.4746332963733426,7,1.0
753,AAAOZ,cytoplasm,1.70647988776455,0.7778113214814537,0.4552283537409987,2,1.0
754,AAAOa,plasma membrane,-0.5498115384227175,0.508066043127926,-0.12383194945322629,4,1.0
755,AAAOb,nucleus,8.141152703,0.8466246134241515,0.8893638962278358,1,2.0
756,AAAOc,nucleus,-0.5503128885788751,-0.703624492108698,-0.17057375665560337,1,1.0
757,AAAOd,cytoplasm,-0.5493405345001849,0.14537137631565833,0.23825571818989832,5,2.0
758,AAAOe,ER,-0.5503129550000001,0.5310380184516741,0.6208270471578983,2,1.0
759,AAAOf,transport vesicles,-0.543212978352982,0.1363482859564431,-0.06870413527980745,6,3.0
760,AAAOg,cytoskeleton,-0.5503129505328954,-0.26736677578306467,-0.12924450444406577,1,1.0
761,AAAOh,vacuole,-0.5499376444734382,0.8674230859316154,-0.34631984815065997,9,2.0
762,AAAOi,cytoskeleton,-0.5503129550000001,-0.20272600870728552,0.21580714337884688,5,1.0
763,AAAOj,nucleus,-0.21477727684213876,-0.42129008667252066,0.1856381708580872,1,1.0
764,AAAOk,cytoskeleton,8.141152703,0.5200964313465659,0.3452264320591203,3,2.0
765,AAAOl,plasma membrane,-0.550312952657468,0.6439039122474575,0.3833720779846077,9,1.0
766,AAAOm,nucleus,-0.5503128216548172,0.7091148683536841,-0.1491335565049634,2,2.0
767,AAAOn,vacuole,-0.5503129550000001,-0.3122331917182838,-0.0193250899561197,2,1.0
768,AAAOo,golgi,-0.5503129544276245,0.4962880738480666,0.10165953599090516,4,1.0
769,AAAOp,plasma membrane,-0.5503087735942541,0.20925409729255762,-0.19330395106536513,2,6.0
770,AAAOq,nucleus,-0.5503129550000001,-0.22546449663696733,-0.5217373663895264,11,2.0
771,AAAOr,cytoplasm,-0.5502695863002931,-0.07875992806431664,0.2632135627200092,13,1.0
772,AAAOs,cytoplasm,8.141152703,0.8502093185026147,0.19819102491965968,14,2.0
773,AAAOt,nucleus,-0.5503110873239208,0.5310586258789609,0.08208964384737816,7,2.0
774,AAAOu,cytoskeleton,-0.5503129549956809,0.8002509979226557,0.40756409183987596,10,2.0
775,AAAOv,cytoplasm,-0.4943215442121901,0.7577650749940994,0.1568379600226093,7,1.0
776,AAAOw,vacuole,-0.5503129550000001,0.9068021941387636,0.1162881915582159,1,1.0
777,AAAOx,mitochondria,-0.5503129550000001,0.5821568048100709,0.03565727298105781,1,2.0
778,AAAOy,nucleus,-0.549685115080905,0.8338557668517894,0.6049454105662799,3,1.0
779,AAAOz,vacuole,-0.550275458549067,-0.6486961125761854,-0.6667971685054241,1,1.0
780,AAAPA,cytoskeleton,-0.5503129550000001,0.2193607361619343,-0.059276684568404514,7,1.0
781,AAAPB,cytoplasm,-0.5503129550000001,0.1356400929549022,0.3428443938621921,1,1.0
782,AAAPC,nucleus,-0.5305154185840166,0.10265223899350007,-0.15319353635086763,9,1.0
783,AAAPD,cytoskeleton,-0.5503129549999511,0.012480199030378558,-0.30241973202019534,17,1.0
784,AAAPE,cytoplasm,-0.5465999950163906,0.2809251181867227,-0.01121648043803991,3,2.0
785,AAAPF,cytoskeleton,-0.5503128958298875,0.7243438095931778,0.28297283364925807,2,1.0
786,AAAPG,cytoskeleton,3.5279248826528997,0.8449961666203392,0.21049770920191335,5,4.0
787,AAAPH,plasma membrane,-0.5501817437232411,0.702186488751134,0.09172930527468148,1,1.0
788,AAAPI,nucleus,-0.3046942985219278,0.85423629682459,0.4227661189974534,8,1.0
789,AAAPJ,nucleus,-0.5503129550000001,0.4985300170143254,-0.019255054818194006,3,1.0
790,AAAPK,plasma membrane,-0.5503129227802899,0.6562269663929605,0.5430857585024818,3,2.0
791,AAAPL,cytoskeleton,-0.4481154846968066,-0.4511154896477407,0.2458601457001941,7,1.0
792,AAAPM,mitochondria,-0.5451136589433963,-0.12548787947710927,-0.039805726992484525,10,1.0
793,AAAPN,cytoskeleton,-0.5486458861970462,0.7791699910365764,0.16967517953304068,1,2.0
794,AAAPO,cytoskeleton,0.10235631368552667,0.6986893884140382,0.8382595370457864,2,1.0
795,AAAPP,golgi,-0.5503128437494634,-0.23631150080456254,-0.26482843269223544,10,1.0
796,AAAPQ,plasma membrane,-0.5502723571984103,0.6338220146782338,-0.12732873646769383,2,1.0
797,AAAPR,nucleus,-0.5503129549877955,-0.23093667162748233,-0.07209896037674035,5,1.0
798,AAAPS,cytoplasm,-0.5503129550000001,-0.6483922874921416,-0.9111403669236168,2,1.0
799,AAAPT,cytoplasm,-0.5503123072661555,0.7440334538849598,0.9391482672674201,3,2.0
800,AAAPU,cytoplasm,-0.5503021226532251,0.8023046516164634,0.7463859669275861,17,1.0
801,AAAPV,mitochondria,-0.5503125548283244,0.17217771884610888,0.22849257997463912,2,1.0
802,AAAPW,plasma membrane,-0.5503129549999514,0.34305866492029446,-0.01660764802660064,1,1.0
803,AAAPX,nucleus,-0.5503129550000001,0.355490815020024,-0.05330165121588459,6,1.0
804,AAAPY,cytoplasm,-0.5503129549999866,0.5266534776396541,0.9673713064159539,9,2.0
805,AAAPZ,cytoskeleton,0.05902974492555313,-0.02034247164885561,0.1454809054547841,8,1.0
806,AAAPa,golgi,-0.550312851658486,0.03804117709194066,-0.3745081056204078,3,4.0
807,AAAPb,nucleus,-0.45652022149781424,0.9284517497627984,1.0,2,1.0
808,AAAPc,nucleus,-0.5462612440596684,0.7667648822452313,0.7725857558480942,2,1.0
809,AAAPd,nucleus,-0.5503129550000001,0.24881740773335292,-0.7325769900140888,2,1.0
810,AAAPe,nucleus,-0.5501676796050627,-0.28287348761200903,0.002742176905570659,2,1.0
811,AAAPf,cytoplasm,3.5605206171845074,-0.357091549134984,-0.23332986065571082,3,1.0
812,AAAPg,cytoskeleton,7.859319897403423,-0.3843858974562946,0.2937251250153379,3,1.0
813,AAAPh,plasma membrane,-0.5503128718931728,0.8881759780519582,0.1385339046074625,1,4.0
814,AAAPi,mitochondria,-0.5502777372294854,0.7355656877733379,0.4222476833922828,7,2.0
815,AAAPj,nucleus,-0.5503129550000001,0.24468042507841492,0.334076793309253,4,1.0
816,AAAPk,golgi,-0.3869241564263666,0.22623095146662853,0.4805508527175766,3,1.0
817,AAAPl,cytoskeleton,-0.5503129550000001,0.1060247386586175,-0.10600404568001842,8,1.0
818,AAAPm,cytoskeleton,2.2019477293661964,0.6225289777535516,0.06208325049366925,9,2.0
819,AAAPn,plasma membrane,-0.550308928833458,-0.187103780486087,-0.003097807915212636,5,3.0
820,AAAPo,plasma membrane,-0.5503084137001266,0.6256240237598429,0.1657248620499825,2,1.0
821,AAAPp,nucleus,-0.5282163817467439,-0.310185273415036,0.22013074603621874,1,1.0
822,AAAPq,nucleus,-0.5503128561316059,0.838477156911487,-0.19760093606760631,3,2.0
823,AAAPr,cytoskeleton,-0.5503123445701427,0.2316388238488145,0.4913753443054292,5,1.0
824,AAAPs,nucleus,-0.5388387986959294,0.5104179238361262,0.30435069264160663,8,1.0
825,AAAPt,cytoplasm,-0.5503129549252366,0.6067907026184245,0.11856252063796058,7,1.0
826,AAAPu,cytoplasm,-0.5503129550000001,0.2697555458626779,-0.36978853109153453,5,3.0
827,AAAPv,cytoskeleton,-0.5503129544171057,0.4209009440704745,-0.41067380697896816,3,2.0
828,AAAPw,cytoplasm,-0.5503129550000001,0.2306804182768447,-0.4699671861821544,4,2.0
829,AAAPx,nucleus,-0.5503129550000001,0.5423505162369786,0.024681347352601968,2,1.0
830,AAAPy,nucleus,-0.5502482909934352,0.9577335690922908,0.30331673087980926,2,1.0
831,AAAPz,nucleus,-0.55031029379371,0.29004096039629657,0.04433209411043704,7,1.0
832,AAAQA,nucleus,2.43448108227422,0.5266572521847976,0.8384003217602323,7,1.0
833,AAAQB,cytoskeleton,-0.5503129550000001,0.6549376472568156,-0.13275328496853134,3,6.0
834,AAAQC,plasma membrane,-0.5316523197903206,0.8555172885555393,0.4801517289342119,7,2.0
835,AAAQD,cytoskeleton,-0.5503123150747788,0.046391965674116964,-0.30323801494570146,1,3.0
836,AAAQE,cytoplasm,-0.5039578013420366,0.2377498362711885,0.10069995820923472,1,2.0
837,AAAQF,cytoplasm,-0.5503129549999586,-0.29607748154408475,-0.08496963143308256,2,1.0
838,AAAQG,cytoplasm,-0.5503129550000001,0.10513114424021319,-0.43273127845296,1,1.0
839,AAAQH,plasma membrane,2.996217870006779,0.1085350937079026,0.1463168446952534,3,1.0
840,AAAQI,cytoplasm,-0.5463136522985038,0.9533638880090083,0.786086982339059,2,2.0
841,AAAQJ,nucleus,-0.08138807515496005,0.013514548237247181,0.5708944543208494,7,1.0
842,AAAQK,mitochondria,-0.5503129450386357,0.5769347604505599,-0.22061967577161745,1,2.0
843,AAAQL,plasma membrane,8.141152703,0.9261514410875311,-0.013337567904499359,3,2.0
844,AAAQM,nucleus,-0.5503128215702981,-0.2917983443059273,-0.6156812262693272,3,2.0
845,AAAQN,cytoplasm,-0.5245657928616357,-0.013316172490005163,0.6195898364644119,8,1.0
846,AAAQO,mitochondria,8.141152703,0.09172012947500008,0.6833308851200468,8,1.0
847,AAAQP,vacuole,-0.5503129550000001,0.4934336549010052,-0.5302316982126882,6,3.0
848,AAAQQ,mitochondria,-0.5503129549999979,0.34823409031467434,0.14370051445148269,8,1.0
849,AAAQR,nucleus,-0.1850851582596268,0.13275451503309488,0.3212031069163004,1,1.0
850,AAAQS,cytoplasm,-0.5172844846193447,0.833676742549389,-0.24774101056164044,3,6.0
851,AAAQT,vacuole,-0.5503129549094483,0.14707695667136034,-0.3331399521039704,14,1.0
852,AAAQU,nucleus,-0.5413933561617557,0.6322866186678957,-0.009109549890150337,2,1.0
853,AAAQV,cytoskeleton,-0.5503129550000001,0.5403776828237472,0.010753880242921454,1,1.0
854,AAAQW,cytoplasm,-0.5503127358184696,-0.007089313967193478,0.31853588343468564,5,1.0
855,AAAQX,vacuole,-0.5382100531447673,-0.16216781967380256,-0.1452427960798217,8,2.0
856,AAAQY,cytoplasm,0.6825938577363291,0.8557311924044753,0.5394655577646588,7,3.0
857,AAAQZ,vacuole,-0.5503129549999516,0.553347977584022,0.02217970577991113,2,1.0
858,AAAQa,cytoskeleton,-0.5503108900959168,0.3388088517137844,0.0758854820214212,2,1.0
859,AAAQb,nucleus,-0.5503129550000001,0.650495547251005,-0.48302291725396684,10,1.0
860,AAAQc,mitochondria,-0.5503129549946199,-0.6324178764227444,0.007377065273542538,3,1.0
861,AAAQd,cytoplasm,-0.5503129078261366,0.18746904219327387,0.29301897622522244,7,1.0
